,GEO_ID,NAME,Total_20,Asian_20,Pct_20,COUNTY,STATE,PctState_20,County,Asian_10,Total_10,Pct_10,PCT_DIFF
117,0500000US05011,"Bradley County, Arkansas",10545.0,30.0,0.2844950213371266,Bradley County,Arkansas,1.7213543707438494,"Bradley County, Arkansas",27.0,11508.0,0.23461939520333683,0.04987562613378979
118,0500000US05013,"Calhoun County, Arkansas",4739.0,6.0,0.1266089892382359,Calhoun County,Arkansas,1.7213543707438494,"Calhoun County, Arkansas",11.0,5368.0,0.20491803278688525,-0.07830904354864934
119,0500000US05015,"Carroll County, Arkansas",28260.0,567.0,2.006369426751592,Carroll County,Arkansas,1.7213543707438494,"Carroll County, Arkansas",164.0,27446.0,0.5975369817095387,1.4088324450420533
120,0500000US05017,"Chicot County, Arkansas",10208.0,38.0,0.372257053291536,Chicot County,Arkansas,1.7213543707438494,"Chicot County, Arkansas",55.0,11800.0,0.46610169491525427,-0.09384464162371825
121,0500000US05019,"Clark County, Arkansas",21446.0,153.0,0.7134197519350928,Clark County,Arkansas,1.7213543707438494,"Clark County, Arkansas",120.0,22995.0,0.5218525766470972,0.1915671752879956
122,0500000US05021,"Clay County, Arkansas",14552.0,15.0,0.10307861462341945,Clay County,Arkansas,1.7213543707438494,"Clay County, Arkansas",20.0,16083.0,0.12435490891002923,-0.02127629428660978
123,0500000US05023,"Cleburne County, Arkansas",24711.0,102.0,0.4127716401602526,Cleburne County,Arkansas,1.7213543707438494,"Cleburne County, Arkansas",52.0,25970.0,0.20023103581055063,0.21254060434970196
124,0500000US05025,"Cleveland County, Arkansas",7550.0,7.0,0.09271523178807947,Cleveland County,Arkansas,1.7213543707438494,"Cleveland County, Arkansas",10.0,8689.0,0.11508804235239958,-0.02237281056432011
125,0500000US05027,"Columbia County, Arkansas",22801.0,168.0,0.7368097890443401,Columbia County,Arkansas,1.7213543707438494,"Columbia County, Arkansas",177.0,24552.0,0.7209188660801563,0.015890922964183818
126,0500000US05029,"Conway County, Arkansas",20715.0,90.0,0.4344677769732078,Conway County,Arkansas,1.7213543707438494,"Conway County, Arkansas",83.0,21273.0,0.39016593804352934,0.04430183892967848
127,0500000US05031,"Craighead County, Arkansas",111231.0,1692.0,1.5211586697952908,Craighead County,Arkansas,1.7213543707438494,"Craighead County, Arkansas",1075.0,96443.0,1.1146480304428523,0.4065106393524385
128,0500000US05033,"Crawford County, Arkansas",60133.0,947.0,1.5748424326077197,Crawford County,Arkansas,1.7213543707438494,"Crawford County, Arkansas",893.0,61948.0,1.4415316071543876,0.13331082545333217
129,0500000US05035,"Crittenden County, Arkansas",48163.0,327.0,0.6789444179141665,Crittenden County,Arkansas,1.7213543707438494,"Crittenden County, Arkansas",301.0,50902.0,0.591332364150721,0.0876120537634455
130,0500000US05037,"Cross County, Arkansas",16833.0,102.0,0.6059525931206559,Cross County,Arkansas,1.7213543707438494,"Cross County, Arkansas",83.0,17870.0,0.4644655847789591,0.14148700834169675
131,0500000US05039,"Dallas County, Arkansas",6482.0,7.0,0.10799136069114472,Dallas County,Arkansas,1.7213543707438494,"Dallas County, Arkansas",11.0,8116.0,0.13553474618038444,-0.027543385489239722
132,0500000US05041,"Desha County, Arkansas",11395.0,61.0,0.5353225098727512,Desha County,Arkansas,1.7213543707438494,"Desha County, Arkansas",43.0,13008.0,0.33056580565805654,0.20475670421469466
133,0500000US05043,"Drew County, Arkansas",17350.0,108.0,0.622478386167147,Drew County,Arkansas,1.7213543707438494,"Drew County, Arkansas",95.0,18509.0,0.5132638176022475,0.10921456856489953
134,0500000US05045,"Faulkner County, Arkansas",123498.0,1475.0,1.1943513255275389,Faulkner County,Arkansas,1.7213543707438494,"Faulkner County, Arkansas",1277.0,113237.0,1.127723270662416,0.0666280548651228
135,0500000US05047,"Franklin County, Arkansas",17097.0,163.0,0.9533836345557701,Franklin County,Arkansas,1.7213543707438494,"Franklin County, Arkansas",162.0,18125.0,0.8937931034482758,0.05959053110749435
