,NAME,TOTAL_20,ASIAN_20,PCT_ASIAN_20,PCT_DIFF_NATL_20,PCT_DIFF_STATE_20,GEO_ID,TOTAL_10,ASIAN_10,PCT_ASIAN_10,PCT_DIFF_NATL_10,PCT_DIFF_STATE_10,DIFF_ASIAN,DIFF_TOTAL,PCT_DIFF_ASIAN,PCT_CHANGE_TOTAL,PCT_CHANGE_ASIAN
0,New York,20201249.0,1933127.0,9.569343954920807,2.369343954920807,-4.507919193486032e-08,0400000US36,19378102.0,1420244.0,7.3291181974374995,0.1291181974374993,0.0001181974374997452,512883.0,823147.0,2.2402257574833078,4.247820555387725,36.112315911913726
1,"New York County, New York",1694251.0,221995.0,13.102840134076946,5.902840134076945,3.5334961340769464,0500000US36061,1585873.0,179552.0,11.32196588251392,4.12196588251392,3.9929658825139205,42443.0,108378.0,1.7808742515630254,6.8339646365125075,23.63827749064338
2,"Census Tract 16, New York County, New York",7698.0,5488.0,71.29124447908548,64.09124447908547,61.72190047908548,1400000US36061001600,8478.0,7058.0,83.25076669025714,76.05076669025713,75.92176669025714,-1570.0,-780.0,-11.95952221117166,-9.200283085633403,-22.244261830546897
3,"Census Tract 29, New York County, New York",5455.0,3622.0,66.39780018331805,59.19780018331805,56.82845618331805,1400000US36061002900,6398.0,4461.0,69.72491403563613,62.52491403563613,62.39591403563613,-839.0,-943.0,-3.327113852318078,-14.738980931541107,-18.80744227751625
4,"Census Tract 41, New York County, New York",7523.0,3840.0,51.04346670211351,43.84346670211351,41.47412270211351,1400000US36061004100,7817.0,5015.0,64.15504669310477,56.95504669310476,56.826046693104765,-1175.0,-294.0,-13.111579990991252,-3.7610336446206984,-23.42971086739781
